0, geography.mp3
1, vajra-kisses.mp3
2, pressure.mp3
3, cemetery-hill.mp3
4, green-automobile.mp3
5, mushroom-haiku.mp3
6, excerpt-from-i-remember.mp3
7, poems.mp3
8, the-sonnets.mp3
9, how-the-sestina-yawn-works.mp3
